52026 silly lifecycle ansi-styles@2.1.0~preinstall: no script for preinstall, continuing
52389 silly lifecycle http-signature@1.1.0~preinstall: no script for preinstall, continuing
52390 silly lifecycle vhost@1.0.0~preinstall: no script for preinstall, continuing
52391 silly lifecycle connect@2.19.6~preinstall: no script for preinstall, continuing
52392 silly lifecycle grunt-contrib-connect@0.8.0~preinstall: no script for preinstall, continuing
52393 silly lifecycle vinyl@1.1.0~preinstall: no script for preinstall, continuing
52394 silly lifecycle buffer-to-vinyl@1.1.0~preinstall: no script for preinstall, continuing
52395 silly lifecycle object-assign@4.0.1~preinstall: no script for preinstall, continuing
52396 silly lifecycle readable-stream@2.0.4~preinstall: no script for preinstall, continuing
52397 silly lifecycle vinyl-assign@1.2.1~preinstall: no script for preinstall, continuing
52398 silly lifecycle clone@0.2.0~preinstall: no script for preinstall, continuing
52399 silly lifecycle graceful-fs@3.0.8~preinstall: no script for preinstall, continuing
52400 silly lifecycle minimatch@2.0.10~preinstall: no script for preinstall, continuing
52401 silly lifecycle ordered-read-streams@0.1.0~preinstall: no script for preinstall, continuing
52402 silly lifecycle strip-bom@1.0.0~preinstall: no script for preinstall, continuing
52403 silly lifecycle vinyl@0.4.6~preinstall: no script for preinstall, continuing
52404 silly lifecycle whet.extend@0.9.9~preinstall: no script for preinstall, continuing
52405 silly lifecycle svgo@0.6.0~preinstall: no script for preinstall, continuing
52406 silly lifecycle which@1.0.9~preinstall: no script for preinstall, continuing
52407 silly lifecycle grunt-legacy-util@0.2.0~preinstall: no script for preinstall, continuing
52408 silly lifecycle grunt@0.4.5~preinstall: no script for preinstall, continuing
52409 silly lifecycle window-size@0.1.0~preinstall: no script for preinstall, continuing
52410 silly lifecycle wordwrap@0.0.2~preinstall: no script for preinstall, continuing
52411 silly lifecycle wrap-fn@0.1.4~preinstall: no script for preinstall, continuing
52412 silly lifecycle ware@1.3.0~preinstall: no script for preinstall, continuing
52413 silly lifecycle wrappy@1.0.1~preinstall: no script for preinstall, continuing
52414 silly lifecycle once@1.3.2~preinstall: no script for preinstall, continuing
52415 silly lifecycle npmconf@2.1.1~preinstall: no script for preinstall, continuing
52416 silly lifecycle phantomjs@1.9.18~preinstall: no script for preinstall, continuing
52417 silly lifecycle grunt-lib-phantomjs@0.6.0~preinstall: no script for preinstall, continuing
52418 silly lifecycle grunt-mocha@0.4.13~preinstall: no script for preinstall, continuing
52419 silly lifecycle end-of-stream@1.1.0~preinstall: no script for preinstall, continuing
52420 silly lifecycle end-of-stream@1.0.0~preinstall: no script for preinstall, continuing
52421 silly lifecycle duplexify@3.4.2~preinstall: no script for preinstall, continuing
52422 silly lifecycle got@5.1.0~preinstall: no script for preinstall, continuing
52423 silly lifecycle inflight@1.0.4~preinstall: no script for preinstall, continuing
52424 silly lifecycle glob@4.5.3~preinstall: no script for preinstall, continuing
52425 silly lifecycle glob@5.0.15~preinstall: no script for preinstall, continuing
52426 silly lifecycle xtend@4.0.1~preinstall: no script for preinstall, continuing
52427 silly lifecycle through2@2.0.0~preinstall: no script for preinstall, continuing
52428 silly lifecycle through2-filter@2.0.0~preinstall: no script for preinstall, continuing
52429 silly lifecycle unique-stream@2.2.0~preinstall: no script for preinstall, continuing
52430 silly lifecycle through2@0.6.5~preinstall: no script for preinstall, continuing
52431 silly lifecycle merge-stream@0.1.8~preinstall: no script for preinstall, continuing
52432 silly lifecycle glob-stream@4.1.1~preinstall: no script for preinstall, continuing
52433 silly lifecycle vinyl-fs@1.0.0~preinstall: no script for preinstall, continuing
52434 silly lifecycle glob-stream@5.2.0~preinstall: no script for preinstall, continuing
52435 silly lifecycle tar-stream@1.3.1~preinstall: no script for preinstall, continuing
52436 silly lifecycle decompress-targz@3.1.0~preinstall: no script for preinstall, continuing
52437 silly lifecycle decompress-tarbz2@3.1.0~preinstall: no script for preinstall, continuing
52438 silly lifecycle decompress-tar@3.1.0~preinstall: no script for preinstall, continuing
52439 silly lifecycle is-my-json-valid@2.12.3~preinstall: no script for preinstall, continuing
52440 silly lifecycle har-validator@2.0.2~preinstall: no script for preinstall, continuing
52441 silly lifecycle request@2.67.0~preinstall: no script for preinstall, continuing
52442 silly lifecycle node-sass@1.2.3~preinstall: no script for preinstall, continuing
52443 silly lifecycle grunt-sass@0.17.0~preinstall: no script for preinstall, continuing
52444 silly lifecycle through2@2.0.0~preinstall: no script for preinstall, continuing
52445 silly lifecycle imagemin-svgo@4.2.0~preinstall: no script for preinstall, continuing
52446 silly lifecycle through2@2.0.0~preinstall: no script for preinstall, continuing
52447 silly lifecycle through2@2.0.0~preinstall: no script for preinstall, continuing
52448 silly lifecycle gulp-util@3.0.7~preinstall: no script for preinstall, continuing
52449 silly lifecycle through2@2.0.0~preinstall: no script for preinstall, continuing
52450 silly lifecycle gulp-sourcemaps@1.6.0~preinstall: no script for preinstall, continuing
52451 silly lifecycle through2@2.0.0~preinstall: no script for preinstall, continuing
52452 silly lifecycle vinyl-fs@2.2.1~preinstall: no script for preinstall, continuing
52453 silly lifecycle through2@2.0.0~preinstall: no script for preinstall, continuing
52454 silly lifecycle vinyl-fs@2.2.1~preinstall: no script for preinstall, continuing
52455 silly lifecycle through2@2.0.0~preinstall: no script for preinstall, continuing
52456 silly lifecycle yargs@3.5.4~preinstall: no script for preinstall, continuing
52457 silly lifecycle uglify-js@2.4.24~preinstall: no script for preinstall, continuing
52458 silly lifecycle html-minifier@0.6.9~preinstall: no script for preinstall, continuing
52459 silly lifecycle grunt-contrib-htmlmin@0.3.0~preinstall: no script for preinstall, continuing
52460 silly lifecycle grunt-contrib-uglify@0.6.0~preinstall: no script for preinstall, continuing
52461 silly lifecycle yauzl@2.3.1~preinstall: no script for preinstall, continuing
52462 silly lifecycle decompress-unzip@3.4.0~preinstall: no script for preinstall, continuing
52463 silly lifecycle decompress@3.0.0~preinstall: no script for preinstall, continuing
52464 silly lifecycle gulp-decompress@1.2.0~preinstall: no script for preinstall, continuing
52465 silly lifecycle download@4.4.3~preinstall: no script for preinstall, continuing
52466 silly lifecycle bin-wrapper@3.0.2~preinstall: no script for preinstall, continuing
52467 silly lifecycle bin-build@2.2.0~preinstall: no script for preinstall, continuing
52468 silly lifecycle optipng-bin@3.0.3~preinstall: no script for preinstall, continuing
52469 silly lifecycle imagemin-optipng@4.3.0~preinstall: no script for preinstall, continuing
52470 silly lifecycle jpegtran-bin@3.0.6~preinstall: no script for preinstall, continuing
52471 silly lifecycle imagemin-jpegtran@4.3.2~preinstall: no script for preinstall, continuing
52472 silly lifecycle gifsicle@3.0.3~preinstall: no script for preinstall, continuing
52473 silly lifecycle imagemin-gifsicle@4.2.0~preinstall: no script for preinstall, continuing
52474 silly lifecycle imagemin@3.2.2~preinstall: no script for preinstall, continuing
52475 silly lifecycle grunt-contrib-imagemin@0.9.4~preinstall: no script for preinstall, continuing
52476 silly lifecycle zlib-browserify@0.0.3~preinstall: no script for preinstall, continuing
52477 silly lifecycle gzip-size@0.1.1~preinstall: no script for preinstall, continuing
52478 silly lifecycle maxmin@0.1.0~preinstall: no script for preinstall, continuing
52479 silly lifecycle grunt-lib-contrib@0.7.1~preinstall: no script for preinstall, continuing
52480 silly lifecycle grunt-contrib-jst@0.6.0~preinstall: no script for preinstall, continuing
52481 silly doReverseSerial remove 0
52482 silly doSerial move 0
52483 silly doSerial finalize 728
52484 silly finalize /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/abbrev
52485 silly finalize /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/adm-zip
52486 silly finalize /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/amdefine
52487 silly finalize /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/ansi-regex
52488 silly finalize /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/ansi-styles
52489 silly finalize /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/apache-server-configs
52490 silly finalize /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/argparse/node_modules/underscore.string
52491 silly finalize /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/array-differ
52492 silly finalize /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/array-union/node_modules/array-uniq
52493 silly finalize /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/array-union
52494 silly finalize /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/array-uniq
52495 silly finalize /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/asn1
52496 silly finalize /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/assert-plus
52497 silly finalize /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/async
52498 silly finalize /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/async-each-series
52499 silly finalize /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/aws-sign2
52500 silly finalize /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/balanced-match
52501 silly finalize /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/basic-auth-connect
52502 silly finalize /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/batch
52503 silly finalize /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/beeper
52504 silly finalize /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/bin-version-check/node_modules/semver
52505 silly finalize /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/buffer-crc32
52506 silly finalize /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/builtin-modules
52507 silly finalize /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/bytes
52508 silly finalize /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/camelcase
52509 silly finalize /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/camelcase-keys/node_modules/camelcase
52510 silly finalize /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/capture-stack-trace
52511 silly finalize /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/caseless
52512 silly finalize /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/caw/node_modules/object-assign
52513 silly finalize /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/clap/node_modules/ansi-regex
52514 silly finalize /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/clap/node_modules/ansi-styles
52515 silly finalize /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/clap/node_modules/has-ansi
52516 silly finalize /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/clap/node_modules/strip-ansi
52517 silly finalize /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/clap/node_modules/supports-color
52518 silly finalize /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/clone
52519 silly finalize /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/clone-stats
52520 silly finalize /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/co
52521 silly finalize /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/coffee-script
52522 silly finalize /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/colors
52523 silly finalize /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/commander
52524 silly finalize /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/clean-css
52525 silly finalize /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/compressible
52526 silly finalize /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/concat-map
52527 silly finalize /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/brace-expansion
52528 silly finalize /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/connect-livereload
52529 silly finalize /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/connect-timeout/node_modules/debug
52530 silly finalize /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/connect-timeout
